character names;puid order;puid_order offset;character order;character order offset;*model;*model offset;is_reuse;is_reuse offset;category;category offset;class id;class id offset;age;age offset;is_woman;is_woman offset;is_face_correct;is_face_correct offset;height;height offset;height_range;height_range offset;body_type;body_type offset;language;language offset;bag_type;bag_type offset;tex_skin;tex_skin offset;tex_face1;tex_face1 offset;tex_face2;tex_face2 offset;tex_face3;tex_face3 offset;tex_face4;tex_face4 offset;tex_hair1;tex_hair1 offset;tex_hair2;tex_hair2 offset;tex_tops1;tex_tops1 offset;tex_tops2;tex_tops2 offset;tex_tops3;tex_tops3 offset;tex_tops4;tex_tops4 offset;tex_btms1;tex_btms1 offset;tex_btms2;tex_btms2 offset;tex_btms3;tex_btms3 offset;dedit_category;dedit_category offset;dedit;dedit offset;face;face offset;hair;hair offset;tops;tops offset;btms;btms offset;face_flags;face_flags offset;hair_flags;hair_flags offset;tops_flags;tops_flags offset;btms_flags;btms_flags offset;cloth_physics;cloth_physics offset;shoes_kind;shoes_kind offset;auto_wrinke_scale;auto_wrinkle_scale offset
c_ea_shop_reach_lv2_02;7630;77059;1741;112304;5211;133286;0;134185;42;136077;0;139021;6;141965;0;143385;1;143753;175;147386;0;153266;2;157405;3;160349;0;163293;0;166237;0;169181;0;172125;0;175069;0;178013;0;180957;5;183901;0;186845;0;189789;0;192733;4;195677;0;198621;0;201565;0;204509;2;207453;0;212138;25;221500;215;233252;267;245004;4294967295;256756;137216;275472;35184372088832;298968;162529280;322464;0;345960;0;355745;5;357637;1.0;365804
c_ea_shop_reach_lv2_03;7631;77063;1742;112308;5212;133288;0;134185;42;136078;0;139022;6;141966;0;143385;1;143753;175;147388;5;153268;2;157406;3;160350;0;163294;0;166238;0;169182;0;172126;0;175070;0;178014;1;180958;6;183902;1;186846;6;189790;0;192734;4;195678;7;198622;2;201566;0;204510;2;207454;0;212140;36;221504;209;233256;309;245008;638;256760;169984;275480;17592186044416;298976;9437184;322472;25769803776;345968;0;355745;1;357638;1.0;365808
c_ea_shop_reach_lv2_04;7632;77067;1743;112312;5213;133290;0;134185;42;136079;0;139023;5;141967;0;143385;1;143753;175;147390;5;153270;2;157407;3;160351;2;163295;0;166239;0;169183;0;172127;0;175071;0;178015;0;180959;0;183903;0;186847;0;189791;0;192735;0;195679;3;198623;0;201567;0;204511;1;207455;6;212142;67;221508;215;233260;238;245012;647;256764;6144;275488;4398046511236;298984;3145728;322480;25769803776;345976;0;355745;1;357639;1.0;365812
c_ea_shop_reach_lv3_01;7633;77071;1744;112316;5214;133292;0;134186;42;136080;0;139024;5;141968;0;143386;1;143754;175;147392;5;153272;2;157408;3;160352;3;163296;0;166240;0;169184;0;172128;0;175072;0;178016;4;180960;1;183904;0;186848;0;189792;3;192736;8;195680;0;198624;0;201568;0;204512;26;207456;1065;212144;10;221512;215;233264;246;245016;647;256768;14336;275496;4398046511108;298992;3145728;322488;42949672960;345984;0;355746;2;357640;1.0;365816
c_ea_shop_reach_lv3_02;7634;77075;1745;112320;5215;133294;0;134186;42;136081;0;139025;6;141969;0;143386;1;143754;175;147394;0;153274;2;157409;3;160353;0;163297;0;166241;0;169185;0;172129;0;175073;0;178017;0;180961;0;183905;0;186849;0;189793;3;192737;0;195681;0;198625;0;201569;0;204513;5;207457;203;212146;70;221516;213;233268;270;245020;638;256772;38912;275504;4;299000;70254592;322496;42949672960;345992;0;355746;1;357641;1.0;365820
c_ea_shop_reach_lv3_03;7635;77079;1746;112324;5216;133296;0;134186;42;136082;0;139026;6;141970;0;143386;1;143754;175;147396;0;153276;2;157410;3;160354;0;163298;0;166242;0;169186;0;172130;0;175074;0;178018;4;180962;0;183906;0;186850;6;189794;3;192738;8;195682;1;198626;0;201570;0;204514;1;207458;0;212148;49;221520;213;233272;247;245024;647;256776;6144;275512;16;299008;143654912;322504;25769803776;346000;0;355746;1;357642;1.0;365824
c_ea_shop_reach_lv3_04;7636;77083;1747;112328;5217;133298;0;134186;42;136083;0;139027;7;141971;0;143386;1;143754;175;147398;0;153278;2;157411;3;160355;0;163299;0;166243;0;169187;0;172131;0;175075;0;178019;1;180963;2;183907;0;186851;1;189795;0;192739;5;195683;0;198627;5;201571;0;204515;1;207459;22;212150;45;221524;213;233276;248;245028;643;256780;6144;275520;8;299016;5242880;322512;42949672960;346008;0;355746;2;357643;1.0;365828
c_ea_shop_shellac;6496;74911;1748;110156;5871;132212;0;134186;42;136084;0;139028;5;141972;0;143386;1;143754;175;147400;0;153280;2;157412;2;160356;0;163300;0;166244;0;169188;0;172132;0;175076;0;178020;4;180964;0;183908;12;186852;10;189796;0;192740;4;195684;0;198628;0;201572;0;204516;7;207460;320;212152;24;221528;209;233280;252;245032;638;256784;38912;275528;8;299024;3145728;322520;25769803776;346016;0;355746;1;357644;1.0;365832
c_ea_shop_shine_01;5351;71515;1749;106760;3788;130514;0;134186;42;136085;0;139029;6;141973;0;143386;1;143754;175;147402;0;153282;2;157413;2;160357;0;163301;0;166245;1;169189;0;172133;0;175077;0;178021;0;180965;0;183909;7;186853;0;189797;6;192741;4;195685;1;198629;0;201573;0;204517;4;207461;167;212154;70;221532;213;233284;252;245036;638;256788;6144;275536;4;299032;204472320;322528;25769803776;346024;0;355746;1;357645;1.0;365836
c_ea_shop_shine_02;7637;77087;1750;112332;5218;133300;0;134186;42;136086;0;139030;6;141974;0;143386;1;143754;175;147404;0;153284;2;157414;2;160358;0;163302;0;166246;1;169190;0;172134;0;175078;0;178022;0;180966;0;183910;7;186854;0;189798;7;192742;4;195686;1;198630;0;201574;0;204518;4;207462;167;212156;60;221536;213;233288;252;245040;638;256792;38912;275544;8;299040;204472320;322536;25769803776;346032;0;355746;1;357646;1.0;365840
c_ea_shop_stail_01;5359;71527;1751;106772;7769;130520;0;134186;42;136087;0;139031;6;141975;0;143386;1;143754;175;147406;0;153286;2;157415;3;160359;0;163303;0;166247;0;169191;0;172135;0;175079;0;178023;0;180967;0;183911;3;186855;10;189799;4;192743;4;195687;0;198631;0;201575;0;204519;4;207463;168;212158;62;221540;209;233292;252;245044;638;256796;169984;275552;4;299048;70254592;322544;25769803776;346040;0;355746;1;357647;1.0;365844
c_ea_shop_sunshine_01;5368;71547;1752;106792;4740;130530;0;134187;42;136088;0;139032;6;141976;0;143387;1;143755;175;147408;0;153288;2;157416;2;160360;0;163304;0;166248;0;169192;0;172136;0;175080;0;178024;0;180968;0;183912;1;186856;0;189800;0;192744;4;195688;1;198632;0;201576;0;204520;3;207464;129;212160;70;221544;213;233296;252;245048;638;256800;6144;275560;2;299056;3145728;322552;25769803776;346048;0;355747;1;357648;1.0;365848
c_ea_shop_sunshine_02;7638;77091;1753;112336;5219;133302;0;134187;42;136089;0;139033;6;141977;0;143387;1;143755;175;147410;0;153290;2;157417;2;160361;0;163305;0;166249;0;169193;0;172137;0;175081;0;178025;0;180969;0;183913;1;186857;0;189801;0;192745;4;195689;1;198633;0;201577;0;204521;3;207465;129;212162;58;221548;213;233300;252;245052;638;256804;38912;275568;2;299064;3145728;322560;25769803776;346056;0;355747;1;357649;1.0;365852
c_ea_shop_susigin_01;5349;71507;1754;106752;3786;130510;0;134187;42;136090;0;139034;7;141978;0;143387;1;143755;175;147412;0;153292;2;157418;2;160362;0;163306;0;166250;0;169194;0;172138;0;175082;0;178026;1;180970;0;183914;5;186858;0;189802;0;192746;4;195690;0;198634;0;201578;0;204522;18;207466;746;212164;42;221552;226;233304;287;245056;638;256808;6144;275576;1026;299072;3145728;322568;25769803776;346064;0;355747;1;357650;1.0;365856
c_ea_shop_susigin_02;5350;71511;1755;106756;3787;130512;0;134187;42;136091;0;139035;6;141979;0;143387;1;143755;175;147414;0;153294;2;157419;2;160363;0;163307;0;166251;0;169195;0;172139;0;175083;0;178027;0;180971;0;183915;5;186859;0;189803;0;192747;4;195691;0;198635;0;201579;0;204523;18;207467;746;212166;44;221556;226;233308;287;245060;638;256812;6144;275584;1026;299080;3145728;322576;25769803776;346072;0;355747;1;357651;1.0;365860
c_ea_shop_susizanmai_01;5335;71459;1756;106704;3769;130486;0;134187;42;136092;0;139036;6;141980;0;143387;1;143755;175;147416;0;153296;2;157420;2;160364;0;163308;0;166252;0;169196;0;172140;0;175084;0;178028;0;180972;0;183916;5;186860;0;189804;13;192748;4;195692;0;198636;0;201580;0;204524;11;207468;471;212168;64;221560;209;233312;527;245064;638;256816;6144;275592;0;299088;70254592;322584;25769803776;346080;0;355747;1;357652;1.0;365864
c_ea_shop_susizanmai_02;5336;71463;1757;106708;3770;130488;0;134187;42;136093;0;139037;6;141981;0;143387;1;143755;175;147418;0;153298;2;157421;2;160365;0;163309;0;166253;0;169197;0;172141;0;175085;0;178029;0;180973;0;183917;5;186861;0;189805;13;192749;4;195693;0;198637;0;201581;0;204525;11;207469;471;212170;58;221564;209;233316;527;245068;638;256820;6144;275600;0;299096;70254592;322592;25769803776;346088;0;355747;1;357653;1.0;365868
c_ea_shop_taxi_01;7716;77375;1758;112620;5285;133444;0;134187;42;136094;0;139038;6;141982;0;143387;1;143755;175;147420;0;153300;2;157422;2;160366;0;163310;0;166254;0;169198;0;172142;0;175086;0;178030;0;180974;0;183918;0;186862;0;189806;0;192750;4;195694;0;198638;0;201582;0;204526;1;207470;1;212172;60;221568;4294967295;233320;526;245072;4294967295;256824;6144;275608;0;299104;22020096;322600;25769803776;346096;0;355747;1;357654;1.0;365872
c_ea_shop_taxi_02;7717;77379;1759;112624;5286;133446;0;134187;42;136095;0;139039;6;141983;0;143387;1;143755;175;147422;0;153302;2;157423;2;160367;0;163311;0;166255;0;169199;0;172143;0;175087;0;178031;0;180975;0;183919;5;186863;0;189807;13;192751;4;195695;0;198639;0;201583;0;204527;1;207471;1;212174;72;221572;4294967295;233324;526;245076;4294967295;256828;6144;275616;0;299112;19922944;322608;25769803776;346104;0;355747;1;357655;1.0;365876
c_ea_shop_taxi_03;7718;77383;1760;112628;5287;133448;0;134188;42;136096;0;139040;6;141984;0;143388;1;143756;175;147424;0;153304;2;157424;2;160368;0;163312;0;166256;0;169200;0;172144;0;175088;0;178032;0;180976;0;183920;5;186864;0;189808;13;192752;4;195696;0;198640;0;201584;0;204528;1;207472;1;212176;36;221576;4294967295;233328;526;245080;4294967295;256832;6144;275624;0;299120;87031808;322616;25769803776;346112;0;355748;1;357656;1.0;365880
c_ea_shop_taxi_04;7719;77387;1761;112632;5288;133450;0;134188;42;136097;0;139041;6;141985;0;143388;1;143756;175;147426;0;153306;2;157425;2;160369;0;163313;0;166257;0;169201;0;172145;2;175089;0;178033;0;180977;0;183921;0;186865;3;189809;0;192753;0;195697;0;198641;0;201585;0;204529;1;207473;1;212178;44;221580;4294967295;233332;526;245084;4294967295;256836;6144;275632;0;299128;87031808;322624;25769803776;346120;0;355748;1;357657;1.0;365884
c_ea_shop_taxi_05;7720;77391;1762;112636;5289;133452;0;134188;42;136098;0;139042;6;141986;0;143388;1;143756;175;147428;0;153308;2;157426;2;160370;0;163314;0;166258;0;169202;0;172146;1;175090;0;178034;0;180978;0;183922;0;186866;5;189810;0;192754;0;195698;0;198642;0;201586;0;204530;1;207474;1;212180;44;221584;4294967295;233336;526;245088;4294967295;256840;169984;275640;0;299136;93323264;322632;25769803776;346128;0;355748;1;357658;1.0;365888
c_ea_shop_taxi_06;7721;77395;1763;112640;5290;133454;0;134188;42;136099;0;139043;6;141987;0;143388;1;143756;175;147430;0;153310;2;157427;2;160371;0;163315;0;166259;0;169203;0;172147;1;175091;0;178035;0;180979;0;183923;0;186867;0;189811;0;192755;0;195699;0;198643;0;201587;0;204531;1;207475;1;212182;45;221588;4294967295;233340;526;245092;4294967295;256844;6144;275648;0;299144;93323264;322640;25769803776;346136;0;355748;1;357659;1.0;365892
c_ea_shop_vette_01;5312;71411;1764;106656;3648;130462;0;134188;42;136100;0;139044;6;141988;0;143388;1;143756;175;147432;0;153312;2;157428;2;160372;0;163316;0;166260;0;169204;0;172148;0;175092;0;178036;0;180980;4;183924;8;186868;0;189812;2;192756;4;195700;0;198644;0;201588;0;204532;11;207476;466;212184;24;221592;209;233344;252;245096;638;256848;38912;275656;4;299152;70254592;322648;25769803776;346144;0;355748;1;357660;1.0;365896
c_ea_shop_wildjackson_01;5307;71391;1765;106636;7922;130452;0;134188;42;136101;0;139045;5;141989;0;143388;1;143756;175;147434;0;153314;2;157429;2;160373;0;163317;0;166261;0;169205;0;172149;0;175093;0;178037;0;180981;4;183925;3;186869;0;189813;0;192757;4;195701;0;198645;0;201589;0;204533;7;207477;331;212186;70;221596;215;233348;516;245100;647;256852;6144;275664;4398046511106;299160;3145728;322656;25769803776;346152;0;355748;1;357661;1.0;365900
c_ea_shop_wildjackson_02;7639;77095;1766;112340;5220;133304;0;134188;42;136102;0;139046;5;141990;0;143388;1;143756;175;147436;0;153316;2;157430;2;160374;0;163318;0;166262;0;169206;0;172150;0;175094;0;178038;0;180982;4;183926;3;186870;0;189814;0;192758;4;195702;0;198646;1;201590;0;204534;7;207478;331;212188;70;221600;215;233352;516;245104;647;256856;38912;275672;4398046511104;299168;3145728;322664;42949672960;346160;0;355748;2;357662;1.0;365904
c_ea_shop_yoro_01;5352;71519;1767;106764;3789;130516;0;134188;42;136103;0;139047;5;141991;0;143388;1;143756;175;147438;0;153318;2;157431;3;160375;0;163319;0;166263;0;169207;0;172151;0;175095;0;178039;0;180983;0;183927;0;186871;0;189815;0;192759;4;195703;0;198647;0;201591;0;204535;3;207479;124;212190;70;221604;4294967295;233356;528;245108;638;256860;6144;275680;0;299176;0;322672;25769803776;346168;0;355748;1;357663;1.0;365908
c_ea_shop_yoro_02;5353;71523;1768;106768;3275;130518;0;134189;42;136104;0;139048;5;141992;0;143389;1;143757;175;147440;0;153320;2;157432;3;160376;0;163320;0;166264;0;169208;0;172152;0;175096;0;178040;0;180984;0;183928;0;186872;0;189816;0;192760;4;195704;0;198648;0;201592;0;204536;3;207480;124;212192;61;221608;4294967295;233360;528;245112;638;256864;6144;275688;0;299184;0;322680;25769803776;346176;0;355749;1;357664;1.0;365912
c_ea_shop_yosasobi_01;5367;71543;1769;106788;7773;130528;0;134189;42;136105;0;139049;6;141993;0;143389;1;143757;175;147442;0;153322;2;157433;2;160377;0;163321;0;166265;0;169209;0;172153;0;175097;0;178041;0;180985;0;183929;14;186873;6;189817;9;192761;4;195705;0;198649;0;201593;0;204537;9;207481;414;212194;64;221612;213;233364;252;245116;638;256868;6144;275696;8;299192;204472320;322688;25769803776;346184;0;355749;1;357665;1.0;365916
c_ew_k_in_caba01;7907;78023;1770;113268;4437;133768;0;134189;42;136106;21;139050;5;141994;1;143389;1;143757;165;147444;5;153324;2;157434;2;160378;3;163322;0;166266;0;169210;0;172154;0;175098;0;178042;3;180986;0;183930;1;186874;9;189818;0;192762;0;195706;4;198650;0;201594;0;204538;7;207482;0;212196;75;221616;221;233368;293;245120;4294967295;256872;18432;275704;4;299200;1074790400;322696;0;346192;0;355749;3;357666;1.0;365920
c_ew_k_in_caba02;7908;78027;1771;113272;5918;133770;0;134189;42;136107;21;139051;5;141995;1;143389;1;143757;165;147446;5;153326;2;157435;2;160379;3;163323;0;166267;0;169211;0;172155;0;175099;0;178043;3;180987;0;183931;3;186875;11;189819;1;192763;0;195707;5;198651;1;201595;0;204539;7;207483;0;212198;92;221620;219;233372;293;245124;4294967295;256876;18432;275712;4;299208;1048576;322704;300647710720;346200;0;355749;3;357667;1.0;365924
c_ew_k_in_caba03;7909;78031;1772;113276;4439;133772;0;134189;42;136108;21;139052;5;141996;1;143389;1;143757;165;147448;5;153328;2;157436;2;160380;3;163324;0;166268;0;169212;0;172156;0;175100;0;178044;4;180988;0;183932;5;186876;0;189820;1;192764;0;195708;0;198652;0;201596;0;204540;7;207484;322;212200;57;221624;219;233376;293;245128;4294967295;256880;18432;275720;32;299216;1048576;322712;180388626432;346208;0;355749;4;357668;1.0;365928
c_ew_k_in_caba04;7910;78035;1773;113280;4438;133774;0;134189;42;136109;21;139053;5;141997;1;143389;1;143757;165;147450;5;153330;2;157437;2;160381;3;163325;0;166269;0;169213;0;172157;0;175101;0;178045;4;180989;0;183933;10;186877;0;189821;2;192765;0;195709;0;198653;0;201597;0;204541;7;207485;324;212202;76;221628;219;233380;293;245132;4294967295;256884;18432;275728;8;299224;1048576;322720;180388626432;346216;0;355749;3;357669;1.0;365932
c_ew_k_in_caba05;7911;78039;1774;113284;4440;133776;0;134189;42;136110;21;139054;5;141998;1;143389;1;143757;165;147452;5;153332;2;157438;2;160382;3;163326;0;166270;0;169214;0;172158;0;175102;0;178046;3;180990;0;183934;2;186878;0;189822;1;192766;0;195710;0;198654;2;201598;0;204542;7;207486;316;212204;93;221632;219;233384;293;245136;4294967295;256888;18432;275736;4;299232;1048576;322728;163208757248;346224;0;355749;2;357670;1.0;365936
c_ew_k_in_caba06;7912;78043;1775;113288;4441;133778;0;134189;42;136111;21;139055;5;141999;1;143389;1;143757;165;147454;5;153334;2;157439;2;160383;3;163327;0;166271;0;169215;0;172159;0;175103;0;178047;4;180991;0;183935;2;186879;0;189823;1;192767;0;195711;0;198655;0;201599;0;204543;7;207487;322;212206;57;221636;221;233388;293;245140;4294967295;256892;18432;275744;2;299240;1048576;322736;180388626432;346232;0;355749;4;357671;1.0;365940
c_ew_k_in_caba07;7913;78047;1776;113292;4442;133780;0;134190;42;136112;21;139056;5;142000;1;143390;1;143758;165;147456;5;153336;2;157440;2;160384;3;163328;0;166272;0;169216;0;172160;0;175104;0;178048;3;180992;0;183936;5;186880;0;189824;1;192768;0;195712;0;198656;2;201600;0;204544;7;207488;322;212208;76;221640;221;233392;293;245144;4294967295;256896;18432;275752;8;299248;1048576;322744;0;346240;0;355750;3;357672;1.0;365944
c_ew_shop_asia_01;5385;71591;1777;106836;4751;130552;0;134190;42;136113;0;139057;5;142001;1;143390;1;143758;165;147458;0;153338;2;157441;2;160385;0;163329;0;166273;0;169217;0;172161;0;175105;0;178049;4;180993;0;183937;2;186881;0;189825;3;192769;0;195713;0;198657;0;201601;0;204545;4;207489;154;212210;55;221644;222;233396;293;245148;4294967295;256900;2048;275760;2;299256;1048576;322752;0;346248;0;355750;3;357673;1.0;365948
c_ew_shop_clubsega_01;5379;71575;1778;106820;4747;130544;0;134190;42;136114;0;139058;5;142002;1;143390;1;143758;165;147460;0;153340;2;157442;2;160386;0;163330;0;166274;0;169218;0;172162;0;175106;0;178050;0;180994;0;183938;1;186882;0;189826;3;192770;0;195714;0;198658;0;201602;0;204546;4;207490;154;212212;57;221648;221;233400;529;245152;656;256904;2048;275768;16;299264;1048576;322760;42949672960;346256;0;355750;2;357674;1.0;365952
c_ew_shop_clubsega_02;5380;71579;1779;106824;4748;130546;0;134190;42;136115;0;139059;6;142003;1;143390;1;143758;165;147462;0;153342;2;157443;2;160387;0;163331;0;166275;0;169219;0;172163;0;175107;0;178051;3;180995;0;183939;1;186883;0;189827;3;192771;0;195715;0;198659;0;201603;0;204547;4;207491;154;212214;84;221652;221;233404;529;245156;656;256908;2048;275776;8;299272;1048576;322768;42949672960;346264;0;355750;2;357675;1.0;365956
c_ew_shop_daruma_01;7723;77403;1780;112648;5292;133458;0;134190;42;136116;0;139060;5;142004;1;143390;1;143758;165;147464;0;153344;2;157444;2;160388;0;163332;0;166276;0;169220;0;172164;0;175108;0;178052;0;180996;0;183940;1;186884;0;189828;3;192772;0;195716;0;198660;0;201604;0;204548;4;207492;156;212216;94;221656;4294967295;233408;530;245160;661;256912;6144;275784;0;299280;1048576;322776;25769803776;346272;0;355750;4;357676;1.0;365960
c_ew_shop_duboraya_01;5388;71595;1781;106840;4752;130554;0;134190;42;136117;0;139061;5;142005;1;143390;1;143758;165;147466;0;153346;2;157445;2;160389;0;163333;0;166277;0;169221;0;172165;0;175109;0;178053;0;180997;0;183941;1;186885;0;189829;3;192773;0;195717;0;198661;0;201605;0;204549;4;207493;154;212218;93;221660;222;233412;531;245164;4294967295;256916;2048;275792;4;299288;1048576;322784;0;346280;0;355750;4;357677;1.0;365964
c_ew_shop_g_host_01;6594;75299;1782;110544;4935;132406;0;134190;42;136118;0;139062;5;142006;1;143390;1;143758;165;147468;0;153348;2;157446;2;160390;0;163334;0;166278;0;169222;0;172166;0;175110;0;178054;0;180998;0;183942;0;186886;0;189830;3;192774;0;195718;0;198662;0;201606;0;204550;4;207494;154;212220;55;221664;219;233416;293;245168;4294967295;256920;2048;275800;4;299296;1048576;322792;0;346288;0;355750;3;357678;1.0;365968
c_ew_shop_g_host_02;6595;75303;1783;110548;4936;132408;0;134190;42;136119;0;139063;5;142007;1;143390;1;143758;165;147470;0;153350;2;157447;2;160391;0;163335;0;166279;0;169223;0;172167;0;175111;0;178055;0;180999;0;183943;0;186887;0;189831;3;192775;0;195719;0;198663;0;201607;0;204551;4;207495;154;212222;103;221668;219;233420;274;245172;4294967295;256924;2048;275808;8;299304;139460608;322800;0;346296;0;355750;3;357679;1.0;365972
c_ew_shop_g_host_03;6596;75307;1784;110552;4937;132410;0;134191;42;136120;0;139064;5;142008;1;143391;1;143759;165;147472;0;153352;2;157448;2;160392;0;163336;0;166280;0;169224;0;172168;0;175112;0;178056;3;181000;0;183944;0;186888;5;189832;3;192776;0;195720;0;198664;0;201608;0;204552;4;207496;154;212224;90;221672;219;233424;277;245176;4294967295;256928;2048;275816;1040;299312;7340032;322808;0;346304;0;355751;3;357680;1.0;365976
c_ew_shop_g_host_04;6597;75311;1785;110556;4938;132412;0;134191;42;136121;0;139065;5;142009;1;143391;1;143759;165;147474;0;153354;2;157449;2;160393;0;163337;0;166281;0;169225;0;172169;0;175113;0;178057;0;181001;0;183945;0;186889;4;189833;3;192777;0;195721;0;198665;0;201609;0;204553;4;207497;154;212226;76;221676;219;233428;277;245180;4294967295;256932;2048;275824;32;299320;11534336;322816;0;346312;0;355751;3;357681;1.0;365980
c_ew_shop_g_host_05;6598;75315;1786;110560;4939;132414;0;134191;42;136122;0;139066;5;142010;1;143391;1;143759;165;147476;0;153356;2;157450;2;160394;0;163338;0;166282;0;169226;0;172170;0;175114;0;178058;3;181002;0;183946;2;186890;0;189834;3;192778;0;195722;0;198666;0;201610;0;204554;4;207498;154;212228;91;221680;219;233432;274;245184;4294967295;256936;2048;275832;8;299328;135266304;322824;0;346320;0;355751;3;357682;1.0;365984
c_ew_shop_g_host_06;6599;75319;1787;110564;4940;132416;0;134191;42;136123;0;139067;5;142011;1;143391;1;143759;165;147478;0;153358;2;157451;2;160395;0;163339;0;166283;0;169227;0;172171;0;175115;0;178059;4;181003;0;183947;0;186891;0;189835;3;192779;0;195723;0;198667;0;201611;0;204555;4;207499;154;212230;57;221684;219;233436;274;245188;4294967295;256940;2048;275840;8;299336;139460608;322832;0;346328;0;355751;3;357683;1.0;365988
c_ew_shop_g_host_07;6600;75323;1788;110568;4941;132418;0;134191;42;136124;0;139068;5;142012;1;143391;1;143759;165;147480;0;153360;2;157452;2;160396;0;163340;0;166284;0;169228;0;172172;0;175116;0;178060;0;181004;0;183948;0;186892;0;189836;3;192780;0;195724;0;198668;0;201612;0;204556;4;207500;154;212232;54;221688;219;233440;277;245192;4294967295;256944;2048;275848;2;299344;7340032;322840;0;346336;0;355751;3;357684;1.0;365992
c_ew_shop_g_host_08;6601;75327;1789;110572;6291;132420;0;134191;42;136125;0;139069;5;142013;1;143391;1;143759;165;147482;0;153362;2;157453;2;160397;0;163341;0;166285;0;169229;0;172173;0;175117;0;178061;3;181005;0;183949;0;186893;9;189837;3;192781;0;195725;0;198669;0;201613;0;204557;4;207501;154;212234;76;221692;219;233444;299;245196;4294967295;256948;2048;275856;1040;299352;11534336;322848;0;346344;0;355751;3;357685;1.0;365996
c_ew_shop_g_host_09;6602;75331;1790;110576;6264;132422;0;134191;42;136126;0;139070;5;142014;1;143391;1;143759;165;147484;0;153364;2;157454;2;160398;0;163342;0;166286;0;169230;0;172174;0;175118;0;178062;3;181006;0;183950;1;186894;0;189838;3;192782;0;195726;0;198670;0;201614;0;204558;4;207502;154;212236;55;221696;219;233448;293;245200;4294967295;256952;2048;275864;64;299360;1048576;322856;0;346352;0;355751;3;357686;1.0;366000
c_ew_shop_g_host_10;6603;75335;1791;110580;6265;132424;0;134191;42;136127;0;139071;5;142015;1;143391;1;143759;165;147486;0;153366;2;157455;2;160399;0;163343;0;166287;0;169231;0;172175;0;175119;0;178063;0;181007;0;183951;3;186895;0;189839;3;192783;0;195727;0;198671;0;201615;0;204559;4;207503;154;212238;91;221700;222;233452;274;245204;4294967295;256956;2048;275872;1026;299368;139460608;322864;0;346360;0;355751;3;357687;1.0;366004
c_ew_shop_g_host_11;6604;75339;1792;110584;6266;132426;0;134192;42;136128;0;139072;5;142016;1;143392;1;143760;165;147488;0;153368;2;157456;2;160400;0;163344;0;166288;0;169232;0;172176;0;175120;0;178064;3;181008;0;183952;3;186896;10;189840;3;192784;0;195728;0;198672;0;201616;0;204560;4;207504;154;212240;77;221704;219;233456;293;245208;4294967295;256960;2048;275880;1088;299376;1048576;322872;0;346368;0;355752;3;357688;1.0;366008
c_ew_shop_g_host_12;6605;75343;1793;110588;6267;132428;0;134192;42;136129;0;139073;5;142017;1;143392;1;143760;165;147490;0;153370;2;157457;2;160401;0;163345;0;166289;0;169233;0;172177;0;175121;0;178065;0;181009;0;183953;0;186897;22;189841;3;192785;0;195729;0;198673;0;201617;0;204561;4;207505;154;212242;57;221708;219;233460;277;245212;4294967295;256964;2048;275888;4;299384;11534336;322880;0;346376;0;355752;3;357689;1.0;366012
c_ew_shop_g_host_13;6606;75347;1794;110592;6268;132430;0;134192;42;136130;0;139074;5;142018;1;143392;1;143760;165;147492;0;153372;2;157458;2;160402;0;163346;0;166290;0;169234;0;172178;0;175122;0;178066;0;181010;0;183954;0;186898;7;189842;3;192786;0;195730;0;198674;0;201618;0;204562;4;207506;154;212244;90;221712;219;233464;277;245216;4294967295;256968;2048;275896;2;299392;11534336;322888;0;346384;0;355752;3;357690;1.0;366016
c_ew_shop_g_host_14;6607;75351;1795;110596;6269;132432;0;134192;42;136131;0;139075;5;142019;1;143392;1;143760;165;147494;0;153374;2;157459;2;160403;0;163347;0;166291;0;169235;0;172179;0;175123;0;178067;3;181011;0;183955;0;186899;0;189843;3;192787;0;195731;0;198675;0;201619;0;204563;4;207507;154;212246;77;221716;221;233468;277;245220;4294967295;256972;2048;275904;4;299400;11534336;322896;0;346392;0;355752;3;357691;1.0;366020
c_ew_shop_g_host_15;6608;75355;1796;110600;6498;132434;0;134192;42;136132;0;139076;5;142020;1;143392;1;143760;165;147496;0;153376;2;157460;2;160404;0;163348;0;166292;0;169236;0;172180;0;175124;0;178068;4;181012;0;183956;0;186900;2;189844;3;192788;0;195732;0;198676;0;201620;0;204564;4;207508;154;212248;55;221720;219;233472;277;245224;4294967295;256976;2048;275912;16;299408;11534336;322904;0;346400;0;355752;3;357692;1.0;366024
c_ew_shop_ganko_01;5405;71655;1797;106900;4767;130584;0;134192;42;136133;0;139077;5;142021;1;143392;1;143760;165;147498;0;153378;2;157461;2;160405;0;163349;0;166293;0;169237;0;172181;0;175125;0;178069;0;181013;0;183957;1;186901;0;189845;3;192789;0;195733;0;198677;0;201621;0;204565;4;207509;154;212250;93;221724;222;233476;532;245228;4294967295;256980;2048;275920;4;299416;1048576;322912;0;346408;0;355752;6;357693;1.0;366028
c_ew_shop_ganko_02;5406;71659;1798;106904;4768;130586;0;134192;42;136134;0;139078;6;142022;1;143392;1;143760;165;147500;0;153380;2;157462;2;160406;0;163350;0;166294;0;169238;0;172182;0;175126;0;178070;0;181014;0;183958;1;186902;0;189846;3;192790;0;195734;0;198678;0;201622;0;204566;4;207510;154;212252;94;221728;222;233480;532;245232;4294967295;256984;2048;275928;1032;299424;1048576;322920;0;346416;0;355752;6;357694;1.0;366032
